countryID,countryName,pollutantID,year,concentration,population,totStations,excStations,totStationsPop,excStationsPop
AT,Austria,BaP,2000,0.720000,8011566,1,0,9430,0
AT,Austria,BaP,2001,0.460000,8032875,1,0,9430,0
AT,Austria,BaP,2002,0.870000,8083797,1,0,9430,0
AT,Austria,BaP,2003,1.240000,8111871,1,1,9430,9430
AT,Austria,BaP,2005,0.880000,8201359,1,0,9430,0
AT,Austria,BaP,2006,1.877500,8254298,4,4,333076,333076
AT,Austria,BaP,2007,1.171250,8282984,8,4,677978,429920
AT,Austria,BaP,2008,1.012500,8318592,8,5,677978,560313
AT,Austria,BaP,2009,1.285714,8355260,7,5,540071,434293
AT,Austria,BaP,2010,1.290000,8389507,10,8,683945,536608
AT,Austria,BaP,2011,1.228000,8419045,10,6,683945,430830
AT,Austria,BaP,2012,0.952000,8440840,10,2,683945,238005
AT,Austria,BaP,2013,0.764444,8451860,9,1,NULL,0
AT,Austria,NO2,1985,0.060000,NULL,1,0,173852,0
AT,Austria,NO2,1988,46.350000,NULL,11,7,1659878,481989
AT,Austria,NO2,1989,49.779412,NULL,17,12,1659873,616780
AT,Austria,NO2,1990,42.458214,NULL,28,14,2087087,475962
AT,Austria,NO2,1991,40.443448,7795786,29,13,2093054,328610
AT,Austria,NO2,1992,38.399643,7867796,28,10,2093050,168164
AT,Austria,NO2,1993,38.482000,7962003,30,10,2093055,434155
AT,Austria,NO2,1994,34.341875,8015027,32,8,2093056,106393
AT,Austria,NO2,1995,34.105758,8039865,33,6,2093055,55270
AT,Austria,NO2,1996,34.463611,8054802,36,8,2196683,323155
AT,Austria,NO2,1997,34.413824,8067812,34,8,2196679,293195
AT,Austria,NO2,1998,34.253143,8075425,35,8,2196684,97905
AT,Austria,NO2,1999,32.592059,7992323,34,8,2093052,89136
AT,Austria,NO2,2000,32.691143,8011566,35,6,2108919,59802
AT,Austria,NO2,2001,32.692857,8032875,35,6,2108919,94457
AT,Austria,NO2,2002,33.483889,8083797,36,7,2246826,106210
AT,Austria,NO2,2003,36.992647,8111871,34,10,2246827,127882
AT,Austria,NO2,2004,34.041429,8140122,35,9,2246827,69872
AT,Austria,NO2,2005,36.315588,8201359,34,11,2246827,131844
AT,Austria,NO2,2006,37.868485,8254298,33,10,2246829,129864
AT,Austria,NO2,2007,34.845294,8282984,34,9,2246829,118388
AT,Austria,NO2,2008,34.172727,8318592,33,8,2246828,115404
AT,Austria,NO2,2009,33.003235,8355260,34,8,2246827,111449
AT,Austria,NO2,2010,34.293529,8389507,34,9,2246826,61372
AT,Austria,NO2,2011,33.650556,8419045,36,9,2437730,63921
AT,Austria,NO2,2012,31.733611,8440840,36,7,2437730,48625
AT,Austria,NO2,2013,30.661667,8451860,36,7,NULL,0
AT,Austria,O3,1986,117.440000,NULL,1,0,173852,0
AT,Austria,O3,1987,115.550000,NULL,1,0,173852,0
AT,Austria,O3,1988,113.280000,NULL,1,0,173852,0
AT,Austria,O3,1989,115.825000,NULL,2,1,180938,7086
AT,Austria,O3,1990,122.750000,NULL,2,1,180938,7086
AT,Austria,O3,1991,114.270000,7795786,3,1,186905,5967
AT,Austria,O3,1992,128.411818,7867796,11,9,2053222,1736734
AT,Austria,O3,1993,124.832308,7962003,13,9,2156854,1427332
AT,Austria,O3,1994,131.121429,8015027,14,13,2166284,2159198
AT,Austria,O3,1995,123.333333,8039865,15,9,2166286,1302567
AT,Austria,O3,1996,119.020000,8054802,15,7,2166286,1108203
AT,Austria,O3,1997,115.684667,8067812,15,6,2166286,1102236
AT,Austria,O3,1998,122.247857,8075425,14,8,2166284,1351145
AT,Austria,O3,1999,115.789333,7992323,15,4,2166286,483432
AT,Austria,O3,2000,128.365000,8011566,14,12,2166284,2149768
AT,Austria,O3,2001,126.221250,8032875,16,12,2166286,1675946
AT,Austria,O3,2002,122.881765,8083797,17,12,2304193,1585410
AT,Austria,O3,2003,137.584667,8111871,15,15,2304191,2304191
AT,Austria,O3,2004,113.555625,8140122,16,3,2304193,676814
AT,Austria,O3,2005,118.941875,8201359,16,7,2304193,983735
AT,Austria,O3,2006,121.875625,8254298,16,11,2304193,1495021
AT,Austria,O3,2007,121.820000,8282984,16,10,2304193,1866319
AT,Austria,O3,2008,113.263750,8318592,16,2,2304193,367412
AT,Austria,O3,2009,115.157500,8355260,16,3,2304193,454681
AT,Austria,O3,2010,116.921333,8389507,15,5,2304191,715556
AT,Austria,O3,2011,117.099375,8419045,16,5,2298225,527066
AT,Austria,O3,2012,115.164375,8440840,16,4,2298225,469056
AT,Austria,O3,2013,118.511250,8451860,16,6,NULL,0
AT,Austria,PM10,2000,45.000000,8011566,2,0,183282,0
AT,Austria,PM10,2001,56.166429,8032875,14,10,456127,443155
AT,Austria,PM10,2002,58.146316,8083797,19,14,2246822,512155
AT,Austria,PM10,2003,63.198000,8111871,25,23,2246824,2105774
AT,Austria,PM10,2004,52.197097,8140122,31,18,2246823,506467
AT,Austria,PM10,2005,59.340000,8201359,36,31,2246823,1587119
AT,Austria,PM10,2006,61.970882,8254298,34,30,2246821,1315472
AT,Austria,PM10,2007,48.156842,8282984,38,15,2246823,561835
AT,Austria,PM10,2008,46.045135,8318592,37,11,2246822,194517
AT,Austria,PM10,2009,44.539231,8355260,39,9,2246824,131927
AT,Austria,PM10,2010,52.266452,8389507,31,18,2246822,1108760
AT,Austria,PM10,2011,52.990263,8419045,38,22,2334087,1483326
AT,Austria,PM10,2012,44.035333,8440840,30,3,2334093,29088
AT,Austria,PM10,2013,45.218636,8451860,22,3,NULL,0
AT,Austria,PM2.5,2005,23.576000,8201359,5,1,302114,9430
AT,Austria,PM2.5,2006,25.654000,8254298,5,3,302114,189249
AT,Austria,PM2.5,2007,20.644286,8282984,7,1,534151,232038
AT,Austria,PM2.5,2008,17.967143,8318592,7,0,672059,0
AT,Austria,PM2.5,2009,18.156667,8355260,9,0,672058,0
AT,Austria,PM2.5,2010,20.009000,8389507,10,0,687924,0
AT,Austria,PM2.5,2011,19.570000,8419045,14,1,2300374,116019
AT,Austria,PM2.5,2012,16.273125,8440840,16,0,2318228,0
AT,Austria,PM2.5,2013,16.983750,8451860,16,0,NULL,0
BE,Belgium,BaP,2006,0.326250,10511382,8,0,1037757,0
BE,Belgium,BaP,2007,0.390000,10584534,7,0,1037757,0
BE,Belgium,BaP,2008,0.340000,10666866,7,0,703235,0
BE,Belgium,BaP,2009,0.262500,10753080,8,0,780678,0
BE,Belgium,BaP,2010,0.265000,10839905,8,0,1145289,0
BE,Belgium,BaP,2011,0.273333,11000638,9,0,806046,0
BE,Belgium,BaP,2012,0.213750,11094850,8,0,1252819,0
BE,Belgium,BaP,2013,0.237500,11161642,8,0,NULL,0
BE,Belgium,NO2,1990,48.837500,NULL,4,4,658517,658517
BE,Belgium,NO2,1991,48.768333,9986975,6,5,1602881,1387819
BE,Belgium,NO2,1992,43.432857,10021997,7,4,1602881,123525
BE,Belgium,NO2,1993,39.802857,10068319,7,4,1267885,551042
BE,Belgium,NO2,1994,40.470000,10100631,7,4,1587815,443455
BE,Belgium,NO2,1995,42.931250,10130574,8,4,1602881,123525
BE,Belgium,NO2,1996,44.394286,10143047,7,4,1587815,323521
BE,Belgium,NO2,1997,43.208750,10170226,8,5,1602881,338587
BE,Belgium,NO2,1998,39.536250,10192264,8,3,1602881,86393
BE,Belgium,NO2,1999,40.574000,10213752,10,5,1791415,123526
BE,Belgium,NO2,2000,38.271818,10239085,11,3,1791415,83705
BE,Belgium,NO2,2001,38.206000,10263414,10,3,1791414,108459
BE,Belgium,NO2,2002,37.716154,10309725,13,5,1540902,108459
BE,Belgium,NO2,2003,42.408000,10355844,15,10,1875899,803238
BE,Belgium,NO2,2004,39.144000,10396421,15,7,1875899,123526
BE,Belgium,NO2,2005,38.826250,10445852,16,6,1875899,108673
BE,Belgium,NO2,2006,37.595625,10511382,16,5,2303801,104959
BE,Belgium,NO2,2007,37.915625,10584534,16,6,2303801,123525
BE,Belgium,NO2,2008,36.062941,10666866,17,5,2303802,93607
BE,Belgium,NO2,2009,35.872353,10753080,17,4,2303802,78754
BE,Belgium,NO2,2010,36.392500,10839905,16,5,2303800,93607
BE,Belgium,NO2,2011,34.600625,11000638,16,3,2303800,63901
BE,Belgium,NO2,2012,34.512778,11094850,18,4,2303803,63902
BE,Belgium,NO2,2013,34.730000,11161642,17,4,NULL,0
BE,Belgium,O3,1992,107.130000,10021997,1,0,929298,0
BE,Belgium,O3,1993,106.005000,10068319,2,0,929298,0
BE,Belgium,O3,1994,91.453333,10100631,3,2,1264294,929298
BE,Belgium,O3,1995,157.750000,10130574,2,2,929298,929298
BE,Belgium,O3,1996,108.336667,10143047,3,0,1144360,0
BE,Belgium,O3,1997,114.092000,10170226,5,2,1367088,929298
BE,Belgium,O3,1998,98.576667,10192264,6,0,1742153,0
BE,Belgium,O3,1999,110.842500,10213752,8,1,1826635,464649
BE,Belgium,O3,2000,87.137778,10239085,9,0,1860830,0
BE,Belgium,O3,2001,111.553333,10263414,9,2,1860830,929298
BE,Belgium,O3,2002,92.634545,10309725,11,0,1860831,0
BE,Belgium,O3,2003,125.954545,10355844,11,8,1860831,1777126
BE,Belgium,O3,2004,102.866364,10396421,11,0,1860831,0
BE,Belgium,O3,2005,101.957500,10445852,12,0,1860831,0
BE,Belgium,O3,2006,122.636364,10511382,11,6,1860830,1500391
BE,Belgium,O3,2007,95.722727,10584534,11,0,1860830,0
BE,Belgium,O3,2008,102.700833,10666866,12,1,1860831,24755
BE,Belgium,O3,2009,99.684167,10753080,12,0,1860831,0
BE,Belgium,O3,2010,95.235000,10839905,12,0,1860831,0
BE,Belgium,O3,2011,99.392500,11000638,12,0,1860831,0
BE,Belgium,O3,2012,91.015000,11094850,12,0,1860831,0
BE,Belgium,O3,2013,97.582500,11161642,12,0,NULL,0
BE,Belgium,PM10,1996,87.000000,10143047,2,2,249257,249257
BE,Belgium,PM10,1997,75.800000,10170226,5,5,1267885,1267885
BE,Belgium,PM10,1998,67.600000,10192264,5,5,1267885,1267885
BE,Belgium,PM10,1999,57.714286,10213752,7,6,1791414,862116
BE,Belgium,PM10,2000,52.555556,10239085,9,7,1791414,1171882
BE,Belgium,PM10,2001,56.000000,10263414,8,7,1776348,1466582
BE,Belgium,PM10,2002,55.000000,10309725,10,9,1791414,1481648
BE,Belgium,PM10,2003,62.636364,10355844,11,10,1857745,1547979
BE,Belgium,PM10,2004,53.727273,10396421,11,8,2285647,1341283
BE,Belgium,PM10,2005,50.833333,10445852,12,6,2030785,607317
BE,Belgium,PM10,2006,53.369167,10511382,12,9,2030785,1064355
BE,Belgium,PM10,2007,46.990000,10584534,13,4,2115267,645889
BE,Belgium,PM10,2008,41.972941,10666866,17,2,2288732,346898
BE,Belgium,PM10,2009,48.369500,10753080,20,6,2303798,1045701
BE,Belgium,PM10,2010,45.648947,10839905,19,4,2303798,416059
BE,Belgium,PM10,2011,49.665789,11000638,19,10,2303798,902580
BE,Belgium,PM10,2012,46.868095,11094850,21,3,2303799,366543
BE,Belgium,PM10,2013,42.958421,11161642,19,2,NULL,0
BE,Belgium,PM2.5,2000,14.460000,10239085,1,0,929298,0
BE,Belgium,PM2.5,2001,15.365000,10263414,2,0,1003562,0
BE,Belgium,PM2.5,2002,15.725000,10309725,2,0,1003562,0
BE,Belgium,PM2.5,2003,16.830000,10355844,3,0,1029824,0
BE,Belgium,PM2.5,2004,15.056667,10396421,3,0,1029824,0
BE,Belgium,PM2.5,2005,15.010000,10445852,1,0,929298,0
BE,Belgium,PM2.5,2006,19.342500,10511382,4,0,1037757,0
BE,Belgium,PM2.5,2007,20.800000,10584534,4,0,1037757,0
BE,Belgium,PM2.5,2008,19.255000,10666866,10,0,1645767,0
BE,Belgium,PM2.5,2009,18.352000,10753080,15,0,2412699,0
BE,Belgium,PM2.5,2010,18.104000,10839905,15,0,2412698,0
BE,Belgium,PM2.5,2011,17.816923,11000638,13,1,2412700,74264
BE,Belgium,PM2.5,2012,15.822632,11094850,19,0,2412699,0
BE,Belgium,PM2.5,2013,16.467778,11161642,18,0,NULL,0
BG,Bulgaria,BaP,2006,1.805000,7679290,2,1,261320,75466
BG,Bulgaria,BaP,2007,0.420000,7640238,1,0,185854,0
BG,Bulgaria,BaP,2008,1.345000,7606551,4,2,446322,151299
BG,Bulgaria,BaP,2009,2.428000,7563710,5,3,448216,153193
BG,Bulgaria,BaP,2010,2.700000,7563710,2,1,261687,75833
BG,Bulgaria,BaP,2011,6.155000,7504868,4,2,383208,88185
BG,Bulgaria,BaP,2012,2.173333,7327224,6,4,788128,301874
BG,Bulgaria,BaP,2013,1.797500,7284552,8,5,NULL,0
BG,Bulgaria,NO2,1998,3.110000,8283200,1,0,11218,0
BG,Bulgaria,NO2,1999,8.295000,8230371,2,0,341980,0
BG,Bulgaria,NO2,2001,20.166667,7928901,3,0,402311,0
BG,Bulgaria,NO2,2003,36.836667,7863300,3,1,1111566,554374
BG,Bulgaria,NO2,2004,32.363333,7789710,6,1,1483732,41406
BG,Bulgaria,NO2,2005,25.714000,7718750,10,2,1895054,410988
BG,Bulgaria,NO2,2006,32.550000,7679290,10,2,1712018,410988
BG,Bulgaria,NO2,2007,29.467000,7640238,10,1,1712018,41406
BG,Bulgaria,NO2,2008,31.038182,7606551,11,2,1897872,410988
BG,Bulgaria,NO2,2009,32.584375,7563710,16,4,2167773,423340
BG,Bulgaria,NO2,2010,29.420000,7563710,17,2,2468173,33055
BG,Bulgaria,NO2,2011,28.209444,7504868,18,3,2468173,402637
BG,Bulgaria,NO2,2012,25.866111,7327224,18,2,2468173,33055
BG,Bulgaria,NO2,2013,25.228235,7284552,17,1,NULL,0
BG,Bulgaria,O3,1998,66.020000,8283200,2,0,212035,0
BG,Bulgaria,O3,1999,48.533333,8230371,3,0,1499840,0
BG,Bulgaria,O3,2000,54.060000,8190876,1,0,60331,0
BG,Bulgaria,O3,2001,53.840000,7928901,4,0,1511058,0
BG,Bulgaria,O3,2003,97.313333,7863300,3,1,1119966,11218
BG,Bulgaria,O3,2004,90.746000,7789710,5,0,1504874,0
BG,Bulgaria,O3,2005,95.242500,7718750,8,0,1853650,0
BG,Bulgaria,O3,2006,96.220000,7679290,8,1,1853650,185854
BG,Bulgaria,O3,2007,106.680000,7640238,8,2,1853650,516616
BG,Bulgaria,O3,2008,107.897000,7606551,10,1,1853648,330762
BG,Bulgaria,O3,2009,109.211538,7563710,13,2,2043434,106414
BG,Bulgaria,O3,2010,106.082308,7563710,13,2,2043434,106414
BG,Bulgaria,O3,2011,104.247692,7504868,13,1,2043434,41406
BG,Bulgaria,O3,2012,116.559231,7327224,13,5,2043434,958462
BG,Bulgaria,O3,2013,105.914167,7284552,12,1,NULL,0
BG,Bulgaria,PM10,1998,0.000000,8283200,1,0,60331,0
BG,Bulgaria,PM10,2000,79.100000,8190876,2,2,1111565,1111565
BG,Bulgaria,PM10,2001,37.500000,7928901,2,0,188672,0
BG,Bulgaria,PM10,2003,114.540000,7863300,5,5,1442326,1442326
BG,Bulgaria,PM10,2004,106.560000,7789710,5,5,1483734,1483734
BG,Bulgaria,PM10,2005,91.300000,7718750,10,9,1901791,1808864
BG,Bulgaria,PM10,2006,101.792667,7679290,15,14,2271071,2178144
BG,Bulgaria,PM10,2007,85.081333,7640238,15,15,2358124,2358124
BG,Bulgaria,PM10,2008,104.245882,7606551,17,17,2493518,2493518
BG,Bulgaria,PM10,2009,93.672000,7563710,25,24,2612745,2607712
BG,Bulgaria,PM10,2010,87.757308,7563710,26,26,2913145,2913145
BG,Bulgaria,PM10,2011,110.325769,7504868,26,26,2913145,2913145
BG,Bulgaria,PM10,2012,79.313846,7327224,26,23,2851668,2773466
BG,Bulgaria,PM10,2013,80.047826,7284552,23,23,NULL,NULL
BG,Bulgaria,PM2.5,2006,44.680000,7679290,1,1,75466,75466
BG,Bulgaria,PM2.5,2007,41.240000,7640238,1,1,75466,75466
BG,Bulgaria,PM2.5,2008,41.520000,7606551,1,1,75466,75466
BG,Bulgaria,PM2.5,2009,27.172000,7563710,5,3,1533933,273482
BG,Bulgaria,PM2.5,2010,27.788571,7563710,7,5,1875913,1729921
BG,Bulgaria,PM2.5,2011,33.571429,7504868,7,5,1875913,1729921
BG,Bulgaria,PM2.5,2012,26.191667,7327224,6,4,1812671,1666679
BG,Bulgaria,PM2.5,2013,27.034000,7284552,5,4,NULL,0
CH,Switzerland,BaP,2006,0.550000,7576924,3,0,371925,0
CH,Switzerland,BaP,2007,0.400000,7638663,3,0,371925,0
CH,Switzerland,BaP,2008,0.370000,7709274,3,0,371925,0
CH,Switzerland,BaP,2009,0.382500,7801278,4,0,377511,0
CH,Switzerland,BaP,2010,0.312500,7877571,4,0,377511,0
CH,Switzerland,BaP,2011,0.262500,7870134,4,0,377511,0
CH,Switzerland,BaP,2012,0.230000,7954662,4,0,377511,0
CH,Switzerland,BaP,2013,0.200000,8039060,4,0,NULL,0
CH,Switzerland,NO2,1991,63.146667,6909758,3,3,173044,173044
CH,Switzerland,NO2,1992,53.120625,6946903,16,15,832115,743660
CH,Switzerland,NO2,1993,48.490000,6985083,17,14,938246,740238
CH,Switzerland,NO2,1994,48.012941,7024260,17,14,938246,740238
CH,Switzerland,NO2,1995,46.480588,7064394,17,13,938246,418418
CH,Switzerland,NO2,1996,46.520000,7105446,17,13,938246,418418
CH,Switzerland,NO2,1997,46.464375,7147532,16,13,773854,575846
CH,Switzerland,NO2,1998,44.896875,7191392,16,12,934888,578157
CH,Switzerland,NO2,1999,43.305294,7237920,17,10,998681,254027
CH,Switzerland,NO2,2000,40.999412,7288010,17,8,998681,39581
CH,Switzerland,NO2,2001,37.955294,7341748,17,5,998681,29840
CH,Switzerland,NO2,2002,38.229412,7395982,17,5,998681,29840
CH,Switzerland,NO2,2003,41.255000,7446753,16,7,998681,205011
CH,Switzerland,NO2,2004,38.073529,7490098,17,5,998681,26564
CH,Switzerland,NO2,2005,38.640000,7527525,14,4,932578,21371
CH,Switzerland,NO2,2006,41.196667,7576924,15,6,890240,34166
CH,Switzerland,NO2,2007,38.210000,7638663,14,4,890240,21371
CH,Switzerland,NO2,2008,37.494375,7709274,16,5,890239,29840
CH,Switzerland,NO2,2009,35.461429,7801278,14,2,890239,11459
CH,Switzerland,NO2,2010,35.908000,7877571,15,3,890239,19928
CH,Switzerland,NO2,2011,36.476429,7870134,14,4,826446,25514
CH,Switzerland,NO2,2012,34.947857,7954662,14,4,826446,25514
CH,Switzerland,NO2,2013,35.247143,8039060,14,4,NULL,0
CH,Switzerland,O3,1991,139.150000,6909758,3,2,173044,168718
CH,Switzerland,O3,1992,110.725000,6946903,14,5,823463,540886
CH,Switzerland,O3,1993,105.386875,6985083,16,4,929892,474156
CH,Switzerland,O3,1994,117.130000,7024260,15,7,929892,574502
CH,Switzerland,O3,1995,113.085625,7064394,16,6,929892,571080
CH,Switzerland,O3,1996,109.834375,7105446,16,4,929892,532417
CH,Switzerland,O3,1997,106.993750,7147532,16,3,929892,368025
CH,Switzerland,O3,1998,120.110667,7191392,15,5,926534,379599
CH,Switzerland,O3,1999,108.935625,7237920,16,2,990327,46205
CH,Switzerland,O3,2000,112.351250,7288010,16,4,990327,371447
CH,Switzerland,O3,2001,114.850625,7341748,16,6,990327,566033
CH,Switzerland,O3,2002,111.697500,7395982,16,4,990327,560301
CH,Switzerland,O3,2003,135.508000,7446753,15,11,990327,972984
CH,Switzerland,O3,2004,112.431875,7490098,16,2,990327,46205
CH,Switzerland,O3,2005,112.112143,7527525,14,2,988017,365715
CH,Switzerland,O3,2006,121.182857,7576924,14,6,881886,539434
CH,Switzerland,O3,2007,111.354286,7638663,14,4,881885,454169
CH,Switzerland,O3,2008,108.535333,7709274,15,2,881885,43894
CH,Switzerland,O3,2009,111.699231,7801278,13,2,881885,43894
CH,Switzerland,O3,2010,120.810714,7877571,14,4,881885,454169
CH,Switzerland,O3,2011,115.999231,7870134,13,3,818092,365714
CH,Switzerland,O3,2012,114.254615,7954662,13,2,818092,43894
CH,Switzerland,O3,2013,119.975385,8039060,13,3,NULL,0
CH,Switzerland,PM10,1994,49.470000,7024260,1,0,3358,0
CH,Switzerland,PM10,1995,58.470000,7064394,1,1,3358,3358
CH,Switzerland,PM10,1996,61.640000,7105446,1,1,3358,3358
CH,Switzerland,PM10,1997,61.685000,7147532,6,5,539592,536234
CH,Switzerland,PM10,1998,55.212500,7191392,8,4,561526,67043
CH,Switzerland,PM10,1999,49.298750,7237920,8,4,616965,67043
CH,Switzerland,PM10,2000,43.454000,7288010,10,3,708842,58574
CH,Switzerland,PM10,2001,41.693636,7341748,11,2,717494,50105
CH,Switzerland,PM10,2002,45.933333,7395982,12,2,629039,47000
CH,Switzerland,PM10,2003,48.975000,7446753,12,5,717494,377511
CH,Switzerland,PM10,2004,43.214286,7490098,14,1,725848,3105
CH,Switzerland,PM10,2005,43.792308,7527525,13,2,725848,47000
CH,Switzerland,PM10,2006,53.292857,7576924,14,10,725848,470922
CH,Switzerland,PM10,2007,43.892857,7638663,14,1,725847,3105
CH,Switzerland,PM10,2008,38.573333,7709274,15,0,725847,0
CH,Switzerland,PM10,2009,39.338462,7801278,13,0,725847,0
CH,Switzerland,PM10,2010,39.226667,7877571,15,0,890239,0
CH,Switzerland,PM10,2011,42.307692,7870134,13,2,737991,173044
CH,Switzerland,PM10,2012,37.214286,7954662,14,0,826446,0
CH,Switzerland,PM10,2013,39.207143,8039060,14,0,NULL,0
CH,Switzerland,PM2.5,1998,21.070000,7191392,2,0,328030,0
CH,Switzerland,PM2.5,1999,21.090000,7237920,3,0,371925,0
CH,Switzerland,PM2.5,2000,20.260000,7288010,3,0,371925,0
CH,Switzerland,PM2.5,2001,20.836667,7341748,3,0,371925,0
CH,Switzerland,PM2.5,2002,23.096667,7395982,3,1,371925,43895
CH,Switzerland,PM2.5,2003,26.260000,7446753,2,1,50105,43895
CH,Switzerland,PM2.5,2004,22.295000,7490098,2,0,50105,0
CH,Switzerland,PM2.5,2005,22.260000,7527525,2,0,50105,0
CH,Switzerland,PM2.5,2006,21.750000,7576924,2,0,50105,0
CH,Switzerland,PM2.5,2007,18.985000,7638663,2,0,50105,0
CH,Switzerland,PM2.5,2008,16.005000,7709274,2,0,328030,0
CH,Switzerland,PM2.5,2009,16.755000,7801278,2,0,328030,0
CY,Cyprus,BaP,2009,0.050000,796900,1,0,173327,0
CY,Cyprus,BaP,2010,0.140000,804290,1,0,173327,0
CY,Cyprus,BaP,2011,0.190000,814766,1,0,173327,0
CY,Cyprus,BaP,2012,0.330000,831310,1,0,173327,0
CY,Cyprus,BaP,2013,0.330000,856900,1,0,NULL,0
CY,Cyprus,NO2,1994,54.110000,722800,1,1,12520,12520
CY,Cyprus,NO2,2000,40.120000,754800,1,1,12520,12520
CY,Cyprus,NO2,2001,40.700000,689565,1,1,12520,12520
CY,Cyprus,NO2,2002,38.840000,668337,1,0,12520,0
CY,Cyprus,NO2,2003,41.950000,694784,1,1,12520,12520
